,日期,单位净值,累计净值,涨跌幅
0,2023-01-13,1.7316,1.7316,0.28
1,2023-01-12,1.7268,1.7268,0.1
2,2023-01-11,1.7251,1.7251,0.2
3,2023-01-10,1.7217,1.7217,0.11
4,2023-01-09,1.7198,1.7198,0.19
5,2023-01-06,1.7165,1.7165,-0.06
6,2023-01-05,1.7176,1.7176,0.63
7,2023-01-04,1.7068,1.7068,0.09
8,2023-01-03,1.7052,1.7052,0.29
9,2022-12-31,1.7003,1.7003,--
10,2022-12-30,1.7003,1.7003,0.02
11,2022-12-29,1.6999,1.6999,0.11
12,2022-12-28,1.698,1.698,-0.12
13,2022-12-27,1.7,1.7,0.43
14,2022-12-26,1.6927,1.6927,0.27
15,2022-12-23,1.6882,1.6882,-0.03
16,2022-12-22,1.6887,1.6887,0.06
17,2022-12-21,1.6877,1.6877,0.02
18,2022-12-20,1.6874,1.6874,-0.34
19,2022-12-19,1.6931,1.6931,-0.21
20,2022-12-16,1.6966,1.6966,-0.22
21,2022-12-15,1.7003,1.7003,-0.05
22,2022-12-14,1.7011,1.7011,0.22
23,2022-12-13,1.6974,1.6974,-0.09
24,2022-12-12,1.699,1.699,-0.36
25,2022-12-09,1.7052,1.7052,0.32
26,2022-12-08,1.6998,1.6998,-0.08
27,2022-12-07,1.7012,1.7012,0.05
28,2022-12-06,1.7004,1.7004,0.15
29,2022-12-05,1.6978,1.6978,0.21
30,2022-12-02,1.6942,1.6942,-0.02
31,2022-12-01,1.6946,1.6946,0.53
32,2022-11-30,1.6857,1.6857,-0.16
33,2022-11-29,1.6884,1.6884,0.49
34,2022-11-28,1.6802,1.6802,-0.22
35,2022-11-25,1.6839,1.6839,-0.22
36,2022-11-24,1.6876,1.6876,0.06
37,2022-11-23,1.6866,1.6866,0.07
38,2022-11-22,1.6855,1.6855,-0.19
39,2022-11-21,1.6887,1.6887,-0.14
40,2022-11-18,1.691,1.691,-0.04
41,2022-11-17,1.6917,1.6917,-0.05
42,2022-11-16,1.6926,1.6926,-0.39
43,2022-11-15,1.6993,1.6993,0.47
44,2022-11-14,1.6913,1.6913,-0.5
45,2022-11-11,1.6998,1.6998,0.51
46,2022-11-10,1.6911,1.6911,-0.32
47,2022-11-09,1.6965,1.6965,-0.22
48,2022-11-08,1.7002,1.7002,-0.22
49,2022-11-07,1.704,1.704,-0.1
