,日期,单位净值,累计净值,涨跌幅
0,2021-09-23,2.1261,2.1261,0.41
1,2021-09-22,2.1174,2.1174,-0.94
2,2021-09-17,2.1374,2.1374,1.49
3,2021-09-16,2.1061,2.1061,-1.63
4,2021-09-15,2.1409,2.1409,0.06
5,2021-09-14,2.1396,2.1396,1.09
6,2021-09-13,2.1166,2.1166,-1.7
7,2021-09-10,2.1533,2.1533,0.66
8,2021-09-09,2.1391,2.1391,-0.19
9,2021-09-08,2.1431,2.1431,0.07
10,2021-09-07,2.1416,2.1416,1.8
11,2021-09-06,2.1038,2.1038,2.57
12,2021-09-03,2.051,2.051,-0.56
13,2021-09-02,2.0626,2.0626,-1.33
14,2021-09-01,2.0904,2.0904,-1.7
15,2021-08-31,2.1265,2.1265,-1.27
16,2021-08-30,2.1539,2.1539,1.08
17,2021-08-27,2.1309,2.1309,0.99
18,2021-08-26,2.1101,2.1101,-2.75
19,2021-08-25,2.1698,2.1698,0.44
20,2021-08-24,2.1602,2.1602,0.71
21,2021-08-23,2.145,2.145,2.21
22,2021-08-20,2.0986,2.0986,-0.2
23,2021-08-19,2.1029,2.1029,2.14
24,2021-08-18,2.0588,2.0588,0.67
25,2021-08-17,2.0451,2.0451,-2.11
26,2021-08-16,2.0891,2.0891,-3.66
27,2021-08-13,2.1684,2.1684,-0.7
28,2021-08-12,2.1836,2.1836,-0.13
29,2021-08-11,2.1865,2.1865,-0.01
30,2021-08-10,2.1867,2.1867,-0.11
31,2021-08-09,2.189,2.189,-2.07
32,2021-08-06,2.2353,2.2353,2.33
33,2021-08-05,2.1845,2.1845,-2.56
34,2021-08-04,2.2419,2.2419,2.07
35,2021-08-03,2.1965,2.1965,-1.74
36,2021-08-02,2.2355,2.2355,1.89
37,2021-07-30,2.194,2.194,0.24
38,2021-07-29,2.1888,2.1888,4.82
39,2021-07-28,2.0881,2.0881,-0.38
40,2021-07-27,2.0961,2.0961,-4.36
41,2021-07-26,2.1916,2.1916,-2.98
42,2021-07-23,2.2589,2.2589,-1.8
43,2021-07-22,2.3003,2.3003,0.33
44,2021-07-21,2.2928,2.2928,1.96
45,2021-07-20,2.2487,2.2487,-0.44
46,2021-07-19,2.2587,2.2587,0.01
47,2021-07-16,2.2584,2.2584,-2.31
48,2021-07-15,2.3118,2.3118,0.56
49,2021-07-14,2.299,2.299,-0.16
50,2021-07-13,2.3027,2.3027,0.57
51,2021-07-12,2.2896,2.2896,3.08
52,2021-07-09,2.2211,2.2211,0.04
53,2021-07-08,2.2202,2.2202,0.27
54,2021-07-07,2.2142,2.2142,2.54
55,2021-07-06,2.1593,2.1593,-0.84
56,2021-07-05,2.1777,2.1777,0.96
57,2021-07-02,2.1569,2.1569,-2.68
58,2021-07-01,2.2162,2.2162,0.15
59,2021-06-30,2.2128,2.2128,0.99
60,2021-06-29,2.1911,2.1911,-0.77
61,2021-06-28,2.208,2.208,2.01
62,2021-06-25,2.1645,2.1645,0.97
63,2021-06-24,2.1436,2.1436,-0.63
64,2021-06-23,2.1572,2.1572,0.14
65,2021-06-22,2.1541,2.1541,0.31
66,2021-06-21,2.1475,2.1475,0.12
67,2021-06-18,2.1449,2.1449,0.07
68,2021-06-17,2.1435,2.1435,1.56
69,2021-06-16,2.1105,2.1105,-2.94
70,2021-06-15,2.1745,2.1745,0.05
71,2021-06-11,2.1735,2.1735,-0.58
72,2021-06-10,2.1861,2.1861,1.68
73,2021-06-09,2.15,2.15,-0.23
74,2021-06-08,2.155,2.155,-1.37
75,2021-06-07,2.185,2.185,0.42
76,2021-06-04,2.1758,2.1758,-0.08
77,2021-06-03,2.1775,2.1775,-0.72
78,2021-06-02,2.1932,2.1932,-0.24
79,2021-06-01,2.1985,2.1985,0.48
80,2021-05-31,2.188,2.188,1.23
81,2021-05-28,2.1615,2.1615,-0.62
82,2021-05-27,2.1749,2.1749,0.18
83,2021-05-26,2.171,2.171,-0.08
84,2021-05-25,2.1728,2.1728,2.33
85,2021-05-24,2.1234,2.1234,0.47
86,2021-05-21,2.1135,2.1135,-1.48
87,2021-05-20,2.1453,2.1453,0.52
88,2021-05-19,2.1342,2.1342,0.1
89,2021-05-18,2.1321,2.1321,-0.18
90,2021-05-17,2.1359,2.1359,2.05
91,2021-05-14,2.0929,2.0929,1.62
92,2021-05-13,2.0595,2.0595,-1.53
93,2021-05-12,2.0916,2.0916,0.47
94,2021-05-11,2.0819,2.0819,1.25
95,2021-05-10,2.0562,2.0562,-0.42
96,2021-05-07,2.0649,2.0649,-2.17
97,2021-05-06,2.1107,2.1107,-1.2
98,2021-04-30,2.1364,2.1364,-0.42
99,2021-04-29,2.1454,2.1454,0.13
100,2021-04-28,2.1427,2.1427,0.69
101,2021-04-27,2.128,2.128,0.9
102,2021-04-26,2.109,2.109,-0.58
103,2021-04-23,2.1214,2.1214,1.1
104,2021-04-22,2.0983,2.0983,0.1
105,2021-04-21,2.0961,2.0961,0.28
106,2021-04-20,2.0902,2.0902,0.33
107,2021-04-19,2.0834,2.0834,3.37
108,2021-04-16,2.0155,2.0155,-0.22
109,2021-04-15,2.02,2.02,-0.23
110,2021-04-14,2.0247,2.0247,0.93
111,2021-04-13,2.006,2.006,0.42
112,2021-04-12,1.9977,1.9977,-2.52
113,2021-04-09,2.0494,2.0494,-1.72
114,2021-04-08,2.0853,2.0853,0.5
115,2021-04-07,2.075,2.075,-0.79
116,2021-04-06,2.0915,2.0915,-0.09
117,2021-04-02,2.0933,2.0933,1.03
118,2021-04-01,2.0719,2.0719,2.4
119,2021-03-31,2.0234,2.0234,-0.7
120,2021-03-30,2.0376,2.0376,1.23
121,2021-03-29,2.0128,2.0128,0.52
122,2021-03-26,2.0023,2.0023,2.86
123,2021-03-25,1.9467,1.9467,0.88
124,2021-03-24,1.9297,1.9297,-1.02
125,2021-03-23,1.9495,1.9495,-1.03
126,2021-03-22,1.9698,1.9698,-0.07
127,2021-03-19,1.9711,1.9711,-3.14
128,2021-03-18,2.035,2.035,0.58
129,2021-03-17,2.0232,2.0232,2.22
130,2021-03-16,1.9792,1.9792,1.49
131,2021-03-15,1.9501,1.9501,-3.97
132,2021-03-12,2.0307,2.0307,-0.15
133,2021-03-11,2.0337,2.0337,2.13
134,2021-03-10,1.9913,1.9913,1.73
135,2021-03-09,1.9574,1.9574,-1.95
136,2021-03-08,1.9964,1.9964,-4.28
137,2021-03-05,2.0856,2.0856,0.4
138,2021-03-04,2.0773,2.0773,-5.08
139,2021-03-03,2.1884,2.1884,1.05
140,2021-03-02,2.1657,2.1657,-0.78
141,2021-03-01,2.1827,2.1827,2.71
