,日期,单位净值,累计净值,涨跌幅
0,2023-01-13,2.095,2.687,1.26
1,2023-01-12,2.069,2.661,-0.34
2,2023-01-11,2.076,2.668,-0.86
3,2023-01-10,2.094,2.686,0.48
4,2023-01-09,2.084,2.676,0.77
5,2023-01-06,2.068,2.66,-0.43
6,2023-01-05,2.077,2.669,1.27
7,2023-01-04,2.051,2.643,0.29
8,2023-01-03,2.045,2.637,2.25
9,2022-12-31,2.0,2.592,--
10,2022-12-30,2.0,2.592,0.6
11,2022-12-29,1.988,2.58,0.4
12,2022-12-28,1.98,2.572,-0.6
13,2022-12-27,1.992,2.584,0.71
14,2022-12-26,1.978,2.57,1.12
15,2022-12-23,1.956,2.548,-0.1
16,2022-12-22,1.958,2.55,-0.31
17,2022-12-21,1.964,2.556,-0.61
18,2022-12-20,1.976,2.568,-1.25
19,2022-12-19,2.001,2.593,-1.33
20,2022-12-16,2.028,2.62,-1.07
21,2022-12-15,2.05,2.642,0.39
22,2022-12-14,2.042,2.634,0.2
23,2022-12-13,2.038,2.63,-1.5
24,2022-12-12,2.069,2.661,0.24
25,2022-12-09,2.064,2.656,-0.48
26,2022-12-08,2.074,2.666,-0.38
27,2022-12-07,2.082,2.674,-0.38
28,2022-12-06,2.09,2.682,-0.33
29,2022-12-05,2.097,2.689,0.1
30,2022-12-02,2.095,2.687,-0.43
31,2022-12-01,2.104,2.696,1.64
32,2022-11-30,2.07,2.662,-0.1
33,2022-11-29,2.072,2.664,0.68
34,2022-11-28,2.058,2.65,0.54
35,2022-11-25,2.047,2.639,-1.25
36,2022-11-24,2.073,2.665,-0.05
37,2022-11-23,2.074,2.666,-0.29
38,2022-11-22,2.08,2.672,-1.65
39,2022-11-21,2.115,2.707,0.28
40,2022-11-18,2.109,2.701,-1.22
41,2022-11-17,2.135,2.727,0.14
42,2022-11-16,2.132,2.724,-1.25
43,2022-11-15,2.159,2.751,2.57
44,2022-11-14,2.105,2.697,-1.68
45,2022-11-11,2.141,2.733,-0.6
46,2022-11-10,2.154,2.746,-1.55
47,2022-11-09,2.188,2.78,-0.59
48,2022-11-08,2.201,2.793,-0.77
49,2022-11-07,2.218,2.81,-1.16
50,2022-11-04,2.244,2.836,2.37
51,2022-11-03,2.192,2.784,0.09
52,2022-11-02,2.19,2.782,2.43
53,2022-11-01,2.138,2.73,1.66
54,2022-10-31,2.103,2.695,0.1
55,2022-10-28,2.101,2.693,-2.37
56,2022-10-27,2.152,2.744,-1.24
57,2022-10-26,2.179,2.771,1.3
58,2022-10-25,2.151,2.743,1.7
59,2022-10-24,2.115,2.707,-0.47
60,2022-10-21,2.125,2.717,0.33
61,2022-10-20,2.118,2.71,-1.58
62,2022-10-19,2.152,2.744,-0.28
63,2022-10-18,2.158,2.75,0.05
64,2022-10-17,2.157,2.749,-0.46
65,2022-10-14,2.167,2.759,1.31
66,2022-10-13,2.139,2.731,-0.28
67,2022-10-12,2.145,2.737,1.71
68,2022-10-11,2.109,2.701,0.86
69,2022-10-10,2.091,2.683,-2.11
