,日期,单位净值,累计净值,涨跌幅
0,2021-09-23,1.2394,1.2394,-0.08
1,2021-09-22,1.2404,1.2404,-0.13
2,2021-09-17,1.242,1.242,0.43
3,2021-09-16,1.2367,1.2367,-0.05
4,2021-09-15,1.2373,1.2373,-0.25
5,2021-09-14,1.2404,1.2404,0.01
6,2021-09-13,1.2403,1.2403,-0.17
7,2021-09-10,1.2424,1.2424,0.25
8,2021-09-09,1.2393,1.2393,0.01
9,2021-09-08,1.2392,1.2392,-0.23
10,2021-09-07,1.242,1.242,0.11
11,2021-09-06,1.2406,1.2406,0.53
12,2021-09-03,1.2341,1.2341,0.01
13,2021-09-02,1.234,1.234,-0.19
14,2021-09-01,1.2364,1.2364,0.15
15,2021-08-31,1.2345,1.2345,-0.19
16,2021-08-30,1.2369,1.2369,-0.02
17,2021-08-27,1.2372,1.2372,-0.05
18,2021-08-26,1.2378,1.2378,-0.43
19,2021-08-25,1.2431,1.2431,0.15
20,2021-08-24,1.2412,1.2412,0.23
21,2021-08-23,1.2383,1.2383,0.27
22,2021-08-20,1.235,1.235,-0.58
23,2021-08-19,1.2422,1.2422,-0.02
24,2021-08-18,1.2424,1.2424,0.06
25,2021-08-17,1.2417,1.2417,-0.53
26,2021-08-16,1.2483,1.2483,-0.1
27,2021-08-13,1.2496,1.2496,-0.1
28,2021-08-12,1.2509,1.2509,-0.33
29,2021-08-11,1.255,1.255,-0.25
30,2021-08-10,1.2581,1.2581,0.53
31,2021-08-09,1.2515,1.2515,0.14
32,2021-08-06,1.2497,1.2497,-0.1
33,2021-08-05,1.2509,1.2509,-0.1
34,2021-08-04,1.2522,1.2522,0.03
35,2021-08-03,1.2518,1.2518,0.06
36,2021-08-02,1.2511,1.2511,0.47
37,2021-07-30,1.2453,1.2453,-0.53
38,2021-07-29,1.2519,1.2519,0.33
39,2021-07-28,1.2478,1.2478,0.35
40,2021-07-27,1.2435,1.2435,-0.74
41,2021-07-26,1.2528,1.2528,-0.67
42,2021-07-23,1.2612,1.2612,-0.31
43,2021-07-22,1.2651,1.2651,-0.13
44,2021-07-21,1.2668,1.2668,0.13
45,2021-07-20,1.2652,1.2652,-0.01
46,2021-07-19,1.2653,1.2653,0.27
47,2021-07-16,1.2619,1.2619,-0.3
48,2021-07-15,1.2657,1.2657,0.29
49,2021-07-14,1.2621,1.2621,0.03
50,2021-07-13,1.2617,1.2617,0.14
51,2021-07-12,1.2599,1.2599,0.41
52,2021-07-09,1.2548,1.2548,-0.21
53,2021-07-08,1.2574,1.2574,-0.27
54,2021-07-07,1.2608,1.2608,0.45
55,2021-07-06,1.2551,1.2551,-0.1
56,2021-07-05,1.2564,1.2564,-0.02
57,2021-07-02,1.2566,1.2566,-0.77
58,2021-07-01,1.2663,1.2663,0.14
59,2021-06-30,1.2645,1.2645,0.2
60,2021-06-29,1.262,1.262,-0.15
61,2021-06-28,1.2639,1.2639,0.16
62,2021-06-25,1.2619,1.2619,0.25
63,2021-06-24,1.2587,1.2587,-0.02
64,2021-06-23,1.259,1.259,-0.02
65,2021-06-22,1.2592,1.2592,0.28
66,2021-06-21,1.2557,1.2557,0.05
67,2021-06-18,1.2551,1.2551,-0.06
68,2021-06-17,1.2558,1.2558,0.09
69,2021-06-16,1.2547,1.2547,-0.36
70,2021-06-15,1.2592,1.2592,-0.21
71,2021-06-11,1.2618,1.2618,-0.17
72,2021-06-10,1.2639,1.2639,0.17
73,2021-06-09,1.2617,1.2617,-0.01
74,2021-06-08,1.2618,1.2618,-0.36
75,2021-06-07,1.2663,1.2663,-0.05
76,2021-06-04,1.2669,1.2669,0.15
77,2021-06-03,1.265,1.265,-0.13
78,2021-06-02,1.2666,1.2666,-0.19
79,2021-06-01,1.269,1.269,0.07
80,2021-05-31,1.2681,1.2681,0.02
81,2021-05-28,1.2678,1.2678,-0.09
82,2021-05-27,1.269,1.269,0.06
83,2021-05-26,1.2683,1.2683,-0.11
84,2021-05-25,1.2697,1.2697,0.55
85,2021-05-24,1.2628,1.2628,0.1
86,2021-05-21,1.2615,1.2615,-0.17
87,2021-05-20,1.2636,1.2636,0.11
88,2021-05-19,1.2622,1.2622,-0.01
89,2021-05-18,1.2623,1.2623,-0.04
90,2021-05-17,1.2628,1.2628,0.45
91,2021-05-14,1.2571,1.2571,0.36
92,2021-05-13,1.2526,1.2526,-0.18
93,2021-05-12,1.2549,1.2549,0.1
94,2021-05-11,1.2537,1.2537,0.15
95,2021-05-10,1.2518,1.2518,-0.1
96,2021-05-07,1.2531,1.2531,-0.44
97,2021-05-06,1.2586,1.2586,-0.32
98,2021-04-30,1.2626,1.2626,-0.02
99,2021-04-29,1.2628,1.2628,0.15
100,2021-04-28,1.2609,1.2609,0.08
101,2021-04-27,1.2599,1.2599,0.18
102,2021-04-26,1.2576,1.2576,-0.11
103,2021-04-23,1.259,1.259,0.25
104,2021-04-22,1.2559,1.2559,-0.09
105,2021-04-21,1.257,1.257,0.2
106,2021-04-20,1.2545,1.2545,0.02
107,2021-04-19,1.2543,1.2543,0.32
108,2021-04-16,1.2503,1.2503,0
109,2021-04-15,1.2503,1.2503,-0.14
110,2021-04-14,1.252,1.252,0.23
111,2021-04-13,1.2491,1.2491,-0.08
112,2021-04-12,1.2501,1.2501,-0.3
113,2021-04-09,1.2538,1.2538,-0.21
114,2021-04-08,1.2564,1.2564,0.06
115,2021-04-07,1.2556,1.2556,-0.06
116,2021-04-06,1.2563,1.2563,-0.06
117,2021-04-02,1.2571,1.2571,0.18
118,2021-04-01,1.2548,1.2548,0.24
119,2021-03-31,1.2518,1.2518,-0.22
120,2021-03-30,1.2546,1.2546,0.21
121,2021-03-29,1.252,1.252,0.1
122,2021-03-26,1.2508,1.2508,0.36
123,2021-03-25,1.2463,1.2463,0.09
124,2021-03-24,1.2452,1.2452,-0.13
125,2021-03-23,1.2468,1.2468,-0.09
126,2021-03-22,1.2479,1.2479,0.15
127,2021-03-19,1.246,1.246,-0.26
128,2021-03-18,1.2493,1.2493,0.19
129,2021-03-17,1.2469,1.2469,0.1
130,2021-03-16,1.2456,1.2456,0.1
131,2021-03-15,1.2444,1.2444,-0.22
132,2021-03-12,1.2472,1.2472,0.1
133,2021-03-11,1.2459,1.2459,0.11
134,2021-03-10,1.2445,1.2445,0.15
135,2021-03-09,1.2426,1.2426,-0.21
136,2021-03-08,1.2452,1.2452,-0.46
137,2021-03-05,1.2509,1.2509,-0.02
138,2021-03-04,1.2512,1.2512,-0.64
139,2021-03-03,1.2592,1.2592,0.27
140,2021-03-02,1.2558,1.2558,-0.35
141,2021-03-01,1.2602,1.2602,0.37
142,2021-02-26,1.2556,1.2556,-0.48
143,2021-02-25,1.2616,1.2616,-0.02
144,2021-02-24,1.2619,1.2619,-0.85
145,2021-02-23,1.2727,1.2727,0.01
146,2021-02-22,1.2726,1.2726,-1.3
147,2021-02-19,1.2893,1.2893,-0.08
148,2021-02-18,1.2903,1.2903,-0.72
149,2021-02-10,1.2996,1.2996,0.6
150,2021-02-09,1.2919,1.2919,0.54
151,2021-02-08,1.285,1.285,0.28
152,2021-02-05,1.2814,1.2814,0.23
153,2021-02-04,1.2785,1.2785,0
154,2021-02-03,1.2785,1.2785,0.09
155,2021-02-02,1.2773,1.2773,0.57
156,2021-02-01,1.2701,1.2701,0.28
157,2021-01-29,1.2666,1.2666,0.07
158,2021-01-28,1.2657,1.2657,-0.6
159,2021-01-27,1.2733,1.2733,-0.12
160,2021-01-26,1.2748,1.2748,-0.69
161,2021-01-25,1.2837,1.2837,0.69
162,2021-01-22,1.2749,1.2749,0.35
163,2021-01-21,1.2704,1.2704,0.52
164,2021-01-20,1.2638,1.2638,0.4
165,2021-01-19,1.2588,1.2588,-0.44
166,2021-01-18,1.2644,1.2644,0.12
167,2021-01-15,1.2629,1.2629,-0.19
168,2021-01-14,1.2653,1.2653,-0.47
169,2021-01-13,1.2713,1.2713,-0.09
170,2021-01-12,1.2724,1.2724,0.74
171,2021-01-11,1.2631,1.2631,-0.25
172,2021-01-08,1.2663,1.2663,-0.32
173,2021-01-07,1.2704,1.2704,0.49
174,2021-01-06,1.2642,1.2642,0.24
175,2021-01-05,1.2612,1.2612,0.53
176,2021-01-04,1.2545,1.2545,0.22
177,2020-12-31,1.2518,1.2518,0.47
178,2020-12-30,1.2459,1.2459,0.48
179,2020-12-29,1.24,1.24,-0.21
180,2020-12-28,1.2426,1.2426,0.17
181,2020-12-25,1.2405,1.2405,0.23
182,2020-12-24,1.2376,1.2376,0.06
183,2020-12-23,1.2369,1.2369,0.24
184,2020-12-22,1.234,1.234,-0.02
185,2020-12-21,1.2343,1.2343,0.47
186,2020-12-18,1.2285,1.2285,-0.09
187,2020-12-17,1.2296,1.2296,0.28
188,2020-12-16,1.2262,1.2262,0.2
189,2020-12-15,1.2237,1.2237,0.16
190,2020-12-14,1.2218,1.2218,0.34
191,2020-12-11,1.2177,1.2177,-0.19
192,2020-12-10,1.22,1.22,0.09
193,2020-12-09,1.2189,1.2189,-0.25
194,2020-12-08,1.2219,1.2219,0.07
195,2020-12-07,1.2211,1.2211,0.16
196,2020-12-04,1.2192,1.2192,0.24
197,2020-12-03,1.2163,1.2163,0.09
198,2020-12-02,1.2152,1.2152,-0.03
199,2020-12-01,1.2156,1.2156,0.35
200,2020-11-30,1.2114,1.2114,-0.12
201,2020-11-27,1.2128,1.2128,0.21
202,2020-11-26,1.2102,1.2102,0.08
