,日期,单位净值,累计净值,涨跌幅
0,2021-09-23,1.4622,2.2172,-1.85
1,2021-09-22,1.4897,2.2447,0.97
2,2021-09-17,1.4754,2.2304,-0.47
3,2021-09-16,1.4824,2.2374,-2.87
4,2021-09-15,1.5262,2.2812,1.5
5,2021-09-14,1.5036,2.2586,-0.43
6,2021-09-13,1.5101,2.2651,2.58
7,2021-09-10,1.4721,2.2271,1.24
8,2021-09-09,1.454,2.209,1.54
9,2021-09-08,1.4319,2.1869,0.32
10,2021-09-07,1.4274,2.1824,1.48
11,2021-09-06,1.4066,2.1616,-0.13
12,2021-09-03,1.4085,2.1635,-1.96
13,2021-09-02,1.4367,2.1917,4.17
14,2021-09-01,1.3792,2.1342,-3.28
15,2021-08-31,1.426,2.181,0.11
16,2021-08-30,1.4244,2.1794,2.77
17,2021-08-27,1.386,2.141,1.7
18,2021-08-26,1.3628,2.1178,-0.58
19,2021-08-25,1.3708,2.1258,1.68
20,2021-08-24,1.3481,2.1031,1.57
21,2021-08-23,1.3272,2.0822,2.7
22,2021-08-20,1.2923,2.0473,0.01
23,2021-08-19,1.2922,2.0472,0.58
24,2021-08-18,1.2848,2.0398,0.21
25,2021-08-17,1.2821,2.0371,-2.66
26,2021-08-16,1.3172,2.0722,-2.84
27,2021-08-13,1.3557,2.1107,0.18
28,2021-08-12,1.3532,2.1082,0.56
29,2021-08-11,1.3457,2.1007,1.28
30,2021-08-10,1.3287,2.0837,1
31,2021-08-09,1.3155,2.0705,-1.15
32,2021-08-06,1.3308,2.0858,0.86
33,2021-08-05,1.3194,2.0744,-0.43
34,2021-08-04,1.3251,2.0801,2.86
35,2021-08-03,1.2883,2.0433,-2.34
36,2021-08-02,1.3192,2.0742,0.21
37,2021-07-30,1.3165,2.0715,0.38
38,2021-07-29,1.3115,2.0665,3.95
39,2021-07-28,1.2617,2.0167,-0.58
40,2021-07-27,1.269,2.024,-2.73
41,2021-07-26,1.3046,2.0596,-0.05
42,2021-07-23,1.3053,2.0603,0.38
43,2021-07-22,1.3003,2.0553,2.17
44,2021-07-21,1.2727,2.0277,3.15
45,2021-07-20,1.2338,1.9888,0.11
46,2021-07-19,1.2324,1.9874,0.08
47,2021-07-16,1.2314,1.9864,-0.07
48,2021-07-15,1.2323,1.9873,0.07
49,2021-07-14,1.2314,1.9864,-1.06
50,2021-07-13,1.2446,1.9996,0.06
51,2021-07-12,1.2438,1.9988,0.77
52,2021-07-09,1.2343,1.9893,0.46
53,2021-07-08,1.2286,1.9836,0.5
54,2021-07-07,1.2225,1.9775,1.22
55,2021-07-06,1.2078,1.9628,-0.57
56,2021-07-05,1.2147,1.9697,0
57,2021-07-02,1.2147,1.9697,-0.06
58,2021-07-01,1.2154,1.9704,-0.43
59,2021-06-30,1.2206,1.9756,0.11
60,2021-06-29,1.2192,1.9742,0.51
61,2021-06-28,1.213,1.968,0.84
62,2021-06-25,1.2029,1.9579,0.12
63,2021-06-24,1.2015,1.9565,-0.38
64,2021-06-23,1.2061,1.9611,0.47
65,2021-06-22,1.2004,1.9554,-0.02
66,2021-06-21,1.2006,1.9556,0.26
67,2021-06-18,1.1975,1.9525,0.38
68,2021-06-17,1.193,1.948,0.41
69,2021-06-16,1.1881,1.9431,-1.05
70,2021-06-15,1.2007,1.9557,-0.05
71,2021-06-11,1.2013,1.9563,-0.08
72,2021-06-10,1.2023,1.9573,0.43
73,2021-06-09,1.1972,1.9522,0.03
74,2021-06-08,1.1968,1.9518,0.01
75,2021-06-07,1.1967,1.9517,0.05
76,2021-06-04,1.1961,1.9511,0.09
77,2021-06-03,1.195,1.95,0
78,2021-06-02,1.195,1.95,0
79,2021-06-01,1.195,1.95,0
80,2021-05-31,1.195,1.95,0
81,2021-05-28,1.195,1.95,-0.01
82,2021-05-27,1.1951,1.9501,0.01
83,2021-05-26,1.195,1.95,0.01
84,2021-05-25,1.1949,1.9499,-0.01
85,2021-05-24,1.195,1.95,0
86,2021-05-21,1.195,1.95,0
87,2021-05-20,1.195,1.95,0
88,2021-05-19,1.195,1.95,0
89,2021-05-18,1.195,1.95,0
90,2021-05-17,1.195,1.95,0.12
91,2021-05-14,1.1936,1.9486,0
92,2021-05-13,1.1936,1.9486,0.01
93,2021-05-12,1.1935,1.9485,0
94,2021-05-11,1.1935,1.9485,-0.01
95,2021-05-10,1.1936,1.9486,0.02
96,2021-05-07,1.1934,1.9484,0.05
97,2021-05-06,1.1928,1.9478,-0.02
98,2021-04-30,1.193,1.948,0
99,2021-04-29,1.193,1.948,0
100,2021-04-28,1.193,1.948,0
101,2021-04-27,1.193,1.948,0
102,2021-04-26,1.193,1.948,-0.01
