,日期,单位净值,累计净值,涨跌幅
0,2022-07-11,1.257,1.257,-1.95
1,2022-07-08,1.282,1.282,-2.36
2,2022-07-07,1.313,1.313,2.98
3,2022-07-06,1.275,1.275,-0.08
4,2022-07-05,1.276,1.276,-1.09
5,2022-07-04,1.29,1.29,2.71
6,2022-07-01,1.256,1.256,-0.16
7,2022-06-30,1.258,1.258,2.19
8,2022-06-29,1.231,1.231,-4.57
9,2022-06-28,1.29,1.29,1.1
10,2022-06-27,1.276,1.276,0.24
11,2022-06-24,1.273,1.273,1.84
12,2022-06-23,1.25,1.25,3.99
13,2022-06-22,1.202,1.202,0.33
14,2022-06-21,1.198,1.198,-1.8
15,2022-06-20,1.22,1.22,0.91
16,2022-06-17,1.209,1.209,1.77
17,2022-06-16,1.188,1.188,1.02
18,2022-06-15,1.176,1.176,-1.09
19,2022-06-14,1.189,1.189,-0.92
20,2022-06-13,1.2,1.2,0.33
21,2022-06-10,1.196,1.196,3.01
22,2022-06-09,1.161,1.161,-2.27
23,2022-06-08,1.188,1.188,1.02
24,2022-06-07,1.176,1.176,-0.25
25,2022-06-06,1.179,1.179,4.61
26,2022-06-02,1.127,1.127,2.83
27,2022-06-01,1.096,1.096,1.2
28,2022-05-31,1.083,1.083,1.21
29,2022-05-30,1.07,1.07,1.61
30,2022-05-27,1.053,1.053,-0.28
31,2022-05-26,1.056,1.056,-0.09
32,2022-05-25,1.057,1.057,0.96
33,2022-05-24,1.047,1.047,-3.94
34,2022-05-23,1.09,1.09,0
35,2022-05-20,1.09,1.09,0.37
36,2022-05-19,1.086,1.086,2.16
37,2022-05-18,1.063,1.063,0.66
38,2022-05-17,1.056,1.056,3.83
39,2022-05-16,1.017,1.017,-0.59
40,2022-05-13,1.023,1.023,0.89
41,2022-05-12,1.014,1.014,-0.2
42,2022-05-11,1.016,1.016,3.67
43,2022-05-10,0.98,0.98,3.16
44,2022-05-09,0.95,0.95,0.85
45,2022-05-06,0.942,0.942,-1.36
46,2022-05-05,0.955,0.955,0.21
47,2022-04-29,0.953,0.953,4.04
48,2022-04-28,0.916,0.916,0.11
49,2022-04-27,0.915,0.915,7.9
50,2022-04-26,0.848,0.848,-2.08
51,2022-04-25,0.866,0.866,-6.68
52,2022-04-22,0.928,0.928,-1.59
53,2022-04-21,0.943,0.943,-3.28
54,2022-04-20,0.975,0.975,-4.6
55,2022-04-19,1.022,1.022,-0.2
56,2022-04-18,1.024,1.024,2.71
57,2022-04-15,0.997,0.997,-1.29
58,2022-04-14,1.01,1.01,-0.39
59,2022-04-13,1.014,1.014,-1.74
60,2022-04-12,1.032,1.032,0.39
61,2022-04-11,1.028,1.028,-5.08
62,2022-04-08,1.083,1.083,-0.73
63,2022-04-07,1.091,1.091,-1.98
64,2022-04-06,1.113,1.113,-2.96
65,2022-04-01,1.147,1.147,0.44
66,2022-03-31,1.142,1.142,-2.73
67,2022-03-30,1.174,1.174,4.45
68,2022-03-29,1.124,1.124,0.81
69,2022-03-28,1.115,1.115,-2.45
70,2022-03-25,1.143,1.143,-2.81
71,2022-03-24,1.176,1.176,-1.26
72,2022-03-23,1.191,1.191,0.51
73,2022-03-22,1.185,1.185,-1.9
74,2022-03-21,1.208,1.208,1.26
75,2022-03-18,1.193,1.193,-0.25
