,日期,单位净值,累计净值,涨跌幅
0,2021-09-23,0.877,0.877,-0.11
1,2021-09-22,0.878,0.878,0
2,2021-09-17,0.878,0.878,0.11
3,2021-09-16,0.877,0.877,-0.57
4,2021-09-15,0.882,0.882,-0.11
5,2021-09-14,0.883,0.883,-0.11
6,2021-09-13,0.884,0.884,0
7,2021-09-10,0.884,0.884,0.45
8,2021-09-09,0.88,0.88,-0.11
9,2021-09-08,0.881,0.881,-0.23
10,2021-09-07,0.883,0.883,0.46
11,2021-09-06,0.879,0.879,0.34
12,2021-09-03,0.876,0.876,-0.34
13,2021-09-02,0.879,0.879,0.23
14,2021-09-01,0.877,0.877,0.11
15,2021-08-31,0.876,0.876,0
16,2021-08-30,0.876,0.876,0
17,2021-08-27,0.876,0.876,0.34
18,2021-08-26,0.873,0.873,-0.57
19,2021-08-25,0.878,0.878,0
20,2021-08-24,0.878,0.878,0.46
21,2021-08-23,0.874,0.874,0.46
22,2021-08-20,0.87,0.87,-0.34
23,2021-08-19,0.873,0.873,-0.11
24,2021-08-18,0.874,0.874,0.46
25,2021-08-17,0.87,0.87,-0.57
26,2021-08-16,0.875,0.875,-0.23
27,2021-08-13,0.877,0.877,-0.11
28,2021-08-12,0.878,0.878,0.11
29,2021-08-11,0.877,0.877,0.23
30,2021-08-10,0.875,0.875,0.34
31,2021-08-09,0.872,0.872,0.35
32,2021-08-06,0.869,0.869,-0.11
33,2021-08-05,0.87,0.87,-0.11
34,2021-08-04,0.871,0.871,0.23
35,2021-08-03,0.869,0.869,0.12
36,2021-08-02,0.868,0.868,0.7
37,2021-07-30,0.862,0.862,-0.23
38,2021-07-29,0.864,0.864,0.35
39,2021-07-28,0.861,0.861,0.12
40,2021-07-27,0.86,0.86,-0.92
41,2021-07-26,0.868,0.868,-0.8
42,2021-07-23,0.875,0.875,-0.46
43,2021-07-22,0.879,0.879,0.11
44,2021-07-21,0.878,0.878,0.11
45,2021-07-20,0.877,0.877,-0.23
46,2021-07-19,0.879,0.879,0.23
47,2021-07-16,0.877,0.877,0
48,2021-07-15,0.877,0.877,0.23
49,2021-07-14,0.875,0.875,-0.11
50,2021-07-13,0.876,0.876,0.23
51,2021-07-12,0.874,0.874,0.34
52,2021-07-09,0.871,0.871,-0.11
53,2021-07-08,0.872,0.872,-0.23
54,2021-07-07,0.874,0.874,0.23
55,2021-07-06,0.872,0.872,0.23
56,2021-07-05,0.87,0.87,0
57,2021-07-02,0.87,0.87,-0.68
58,2021-07-01,0.876,0.876,0.23
59,2021-06-30,0.874,0.874,0.34
60,2021-06-29,0.871,0.871,-0.23
61,2021-06-28,0.873,0.873,0.11
62,2021-06-25,0.872,0.872,0.46
63,2021-06-24,0.868,0.868,-0.12
64,2021-06-23,0.869,0.869,0.12
65,2021-06-22,0.868,0.868,0.35
66,2021-06-21,0.865,0.865,-0.12
67,2021-06-18,0.866,0.866,-0.12
68,2021-06-17,0.867,0.867,0.12
69,2021-06-16,0.866,0.866,-0.23
70,2021-06-15,0.868,0.868,-0.23
71,2021-06-11,0.87,0.87,-0.34
72,2021-06-10,0.873,0.873,0.11
73,2021-06-09,0.872,0.872,0
74,2021-06-08,0.872,0.872,-0.11
75,2021-06-07,0.873,0.873,0
76,2021-06-04,0.873,0.873,0.11
77,2021-06-03,0.872,0.872,-0.23
78,2021-06-02,0.874,0.874,-0.23
79,2021-06-01,0.876,0.876,0.23
80,2021-05-31,0.874,0.874,-0.11
81,2021-05-28,0.875,0.875,-0.11
82,2021-05-27,0.876,0.876,0.11
83,2021-05-26,0.875,0.875,0.11
84,2021-05-25,0.874,0.874,0.69
85,2021-05-24,0.868,0.868,0.12
86,2021-05-21,0.867,0.867,-0.12
87,2021-05-20,0.868,0.868,0.12
88,2021-05-19,0.867,0.867,-0.23
89,2021-05-18,0.869,0.869,0.12
90,2021-05-17,0.868,0.868,0.58
91,2021-05-14,0.863,0.863,0.47
92,2021-05-13,0.859,0.859,-0.23
93,2021-05-12,0.861,0.861,0.12
94,2021-05-11,0.86,0.86,-0.12
95,2021-05-10,0.861,0.861,-0.23
96,2021-05-07,0.863,0.863,-0.12
97,2021-05-06,0.864,0.864,-0.12
98,2021-04-30,0.865,0.865,-0.23
99,2021-04-29,0.867,0.867,0.23
100,2021-04-28,0.865,0.865,0.12
101,2021-04-27,0.864,0.864,0.23
102,2021-04-26,0.862,0.862,0
103,2021-04-23,0.862,0.862,0.23
104,2021-04-22,0.86,0.86,0
