,日期,单位净值,累计净值,涨跌幅
0,2022-07-11,1.2674,1.4004,-0.29
1,2022-07-08,1.2711,1.4041,-0.09
2,2022-07-07,1.2723,1.4053,0.29
3,2022-07-06,1.2686,1.4016,-0.28
4,2022-07-05,1.2722,1.4052,0.03
5,2022-07-04,1.2718,1.4048,0.48
6,2022-07-01,1.2657,1.3987,-0.04
7,2022-06-30,1.2662,1.3992,0.62
8,2022-06-29,1.2584,1.3914,-0.47
9,2022-06-28,1.2643,1.3973,0.27
10,2022-06-27,1.2609,1.3939,0.19
11,2022-06-24,1.2585,1.3915,0.19
12,2022-06-23,1.2561,1.3891,0.31
13,2022-06-22,1.2522,1.3852,0.03
14,2022-06-21,1.2518,1.3848,-0.24
15,2022-06-20,1.2548,1.3878,0.09
16,2022-06-17,1.2537,1.3867,0.23
17,2022-06-16,1.2508,1.3838,-0.02
18,2022-06-15,1.251,1.384,0.09
19,2022-06-14,1.2499,1.3829,0.1
20,2022-06-13,1.2486,1.3816,-0.08
21,2022-06-10,1.2496,1.3826,0.2
22,2022-06-09,1.2471,1.3801,0.06
23,2022-06-08,1.2464,1.3794,0.08
24,2022-06-07,1.2454,1.3784,-0.01
25,2022-06-06,1.2455,1.3785,0.42
26,2022-06-02,1.2403,1.3733,0.09
27,2022-06-01,1.2392,1.3722,-0.19
28,2022-05-31,1.2416,1.3746,0.23
29,2022-05-30,1.2387,1.3717,0.06
30,2022-05-27,1.2379,1.3709,-0.01
31,2022-05-26,1.238,1.371,0.17
32,2022-05-25,1.2359,1.3689,0.06
33,2022-05-24,1.2351,1.3681,-0.43
34,2022-05-23,1.2404,1.3734,0.07
35,2022-05-20,1.2395,1.3725,0.18
36,2022-05-19,1.2373,1.3703,0.23
37,2022-05-18,1.2345,1.3675,0.03
38,2022-05-17,1.2341,1.3671,0.06
39,2022-05-16,1.2333,1.3663,-0.07
40,2022-05-13,1.2342,1.3672,0.08
41,2022-05-12,1.2332,1.3662,-0.01
42,2022-05-11,1.2333,1.3663,0.04
43,2022-05-10,1.2328,1.3658,0.2
44,2022-05-09,1.2304,1.3634,0.1
45,2022-05-06,1.2292,1.3622,-0.19
46,2022-05-05,1.2316,1.3646,0.03
47,2022-04-29,1.2312,1.3642,0.05
48,2022-04-28,1.2306,1.3636,0.07
49,2022-04-27,1.2298,1.3628,0.21
50,2022-04-26,1.2272,1.3602,0.06
51,2022-04-25,1.2265,1.3595,-0.19
