,日期,单位净值,累计净值,涨跌幅
0,2022-07-11,1.15,1.36,-0.17
1,2022-07-08,1.152,1.362,0.09
2,2022-07-07,1.151,1.361,0
3,2022-07-06,1.151,1.361,-0.35
4,2022-07-05,1.155,1.365,0
5,2022-07-04,1.155,1.365,0
6,2022-07-01,1.155,1.365,-0.09
7,2022-06-30,1.156,1.366,0.26
8,2022-06-29,1.153,1.363,0.17
9,2022-06-28,1.151,1.361,0.09
10,2022-06-27,1.15,1.36,0.09
11,2022-06-24,1.149,1.359,0.09
12,2022-06-23,1.148,1.358,0.17
13,2022-06-22,1.146,1.356,-0.17
14,2022-06-21,1.148,1.358,0
15,2022-06-20,1.148,1.358,0.09
16,2022-06-17,1.147,1.357,0.09
17,2022-06-16,1.146,1.356,-0.09
18,2022-06-15,1.147,1.357,0.17
19,2022-06-14,1.145,1.355,0.17
20,2022-06-13,1.143,1.353,-0.17
21,2022-06-10,1.145,1.355,0.09
22,2022-06-09,1.144,1.354,0
23,2022-06-08,1.144,1.354,0.18
24,2022-06-07,1.142,1.352,0
25,2022-06-06,1.142,1.352,0
26,2022-06-02,1.142,1.352,-0.09
27,2022-06-01,1.143,1.353,0
28,2022-05-31,1.143,1.353,0
29,2022-05-30,1.143,1.353,0
30,2022-05-27,1.143,1.353,0
31,2022-05-26,1.143,1.353,0.18
32,2022-05-25,1.141,1.351,0.09
33,2022-05-24,1.14,1.35,-0.26
34,2022-05-23,1.143,1.353,-0.09
35,2022-05-20,1.144,1.354,0.18
36,2022-05-19,1.142,1.352,0.09
37,2022-05-18,1.141,1.351,-0.09
38,2022-05-17,1.142,1.352,0.09
39,2022-05-16,1.141,1.351,0
40,2022-05-13,1.141,1.351,0.26
41,2022-05-12,1.138,1.348,-0.09
42,2022-05-11,1.139,1.349,0.09
43,2022-05-10,1.138,1.348,0
44,2022-05-09,1.138,1.348,0
45,2022-05-06,1.138,1.348,-0.26
46,2022-05-05,1.141,1.351,0
47,2022-04-29,1.141,1.351,0.26
48,2022-04-28,1.138,1.348,0.18
49,2022-04-27,1.136,1.346,0
50,2022-04-26,1.136,1.346,-0.09
51,2022-04-25,1.137,1.347,-0.44
52,2022-04-22,1.142,1.352,0.09
53,2022-04-21,1.141,1.351,-0.09
54,2022-04-20,1.142,1.352,-0.35
55,2022-04-19,1.146,1.356,0
56,2022-04-18,1.146,1.356,-0.26
57,2022-04-15,1.149,1.359,0
58,2022-04-14,1.149,1.359,0.26
