,日期,单位净值,累计净值,涨跌幅
0,2022-07-11,1.5305,1.5855,-0.22
1,2022-07-08,1.5339,1.5889,0.01
2,2022-07-07,1.5338,1.5888,0.02
3,2022-07-06,1.5335,1.5885,-0.49
4,2022-07-05,1.5411,1.5961,0.06
5,2022-07-04,1.5402,1.5952,-0.04
6,2022-07-01,1.5408,1.5958,-0.03
7,2022-06-30,1.5413,1.5963,0.29
8,2022-06-29,1.5369,1.5919,0.24
9,2022-06-28,1.5332,1.5882,0.11
10,2022-06-27,1.5315,1.5865,0.28
11,2022-06-24,1.5272,1.5822,0
12,2022-06-23,1.5272,1.5822,0.27
13,2022-06-22,1.5231,1.5781,-0.31
14,2022-06-21,1.5278,1.5828,0.1
15,2022-06-20,1.5263,1.5813,-0.1
16,2022-06-17,1.5278,1.5828,0.08
17,2022-06-16,1.5266,1.5816,-0.29
18,2022-06-15,1.531,1.586,0.38
19,2022-06-14,1.5252,1.5802,0.3
20,2022-06-13,1.5207,1.5757,-0.33
21,2022-06-10,1.5258,1.5808,0.09
22,2022-06-09,1.5245,1.5795,0.18
23,2022-06-08,1.5218,1.5768,0.18
24,2022-06-07,1.519,1.574,0.11
25,2022-06-06,1.5173,1.5723,-0.03
26,2022-06-02,1.5178,1.5728,-0.22
27,2022-06-01,1.5211,1.5761,-0.01
28,2022-05-31,1.5213,1.5763,0.01
29,2022-05-30,1.5212,1.5762,-0.09
30,2022-05-27,1.5226,1.5776,0.07
31,2022-05-26,1.5216,1.5766,0.19
32,2022-05-25,1.5187,1.5737,0.16
33,2022-05-24,1.5163,1.5713,-0.22
34,2022-05-23,1.5196,1.5746,-0.18
35,2022-05-20,1.5223,1.5773,0.23
36,2022-05-19,1.5188,1.5738,0.05
37,2022-05-18,1.5181,1.5731,-0.12
38,2022-05-17,1.5199,1.5749,0.18
39,2022-05-16,1.5172,1.5722,0.05
40,2022-05-13,1.5164,1.5714,0.44
41,2022-05-12,1.5097,1.5647,-0.18
42,2022-05-11,1.5124,1.5674,0.05
43,2022-05-10,1.5116,1.5666,-0.05
44,2022-05-09,1.5123,1.5673,-0.07
45,2022-05-06,1.5134,1.5684,-0.41
46,2022-05-05,1.5196,1.5746,-0.03
47,2022-04-29,1.52,1.575,0.25
48,2022-04-28,1.5162,1.5712,0.4
49,2022-04-27,1.5102,1.5652,0.05
50,2022-04-26,1.5094,1.5644,-0.15
51,2022-04-25,1.5117,1.5667,-0.62
52,2022-04-22,1.5212,1.5762,0.26
53,2022-04-21,1.5172,1.5722,-0.13
54,2022-04-20,1.5192,1.5742,-0.44
55,2022-04-19,1.5259,1.5809,-0.01
56,2022-04-18,1.526,1.581,-0.4
57,2022-04-15,1.5322,1.5872,0
58,2022-04-14,1.5322,1.5872,0.27
59,2022-04-13,1.5281,1.5831,0.09
60,2022-04-12,1.5267,1.5817,-0.05
61,2022-04-11,1.5275,1.5825,-0.28
62,2022-04-08,1.5318,1.5868,0.29
63,2022-04-07,1.5273,1.5823,-0.16
64,2022-04-06,1.5297,1.5847,0.22
65,2022-04-01,1.5264,1.5814,0.4
66,2022-03-31,1.5203,1.5753,0.26
67,2022-03-30,1.5164,1.5714,0.53
68,2022-03-29,1.5084,1.5634,0.02
69,2022-03-28,1.5081,1.5631,0.21
70,2022-03-25,1.505,1.56,-0.14
71,2022-03-24,1.5071,1.5621,-0.07
72,2022-03-23,1.5081,1.5631,-0.01
73,2022-03-22,1.5083,1.5633,0.35
74,2022-03-21,1.503,1.558,-0.13
75,2022-03-18,1.505,1.56,0.62
76,2022-03-17,1.4958,1.5508,0.4
77,2022-03-16,1.4899,1.5449,0.65
78,2022-03-15,1.4803,1.5353,-1.17
79,2022-03-14,1.4978,1.5528,-0.39
80,2022-03-11,1.5037,1.5587,0.02
81,2022-03-10,1.5034,1.5584,-0.02
82,2022-03-09,1.5037,1.5587,-0.29
83,2022-03-08,1.5081,1.5631,-0.6
84,2022-03-07,1.5172,1.5722,-0.23
85,2022-03-04,1.5207,1.5757,-0.2
86,2022-03-03,1.5237,1.5787,0.2
87,2022-03-02,1.5206,1.5756,-0.03
88,2022-03-01,1.521,1.576,0.24
89,2022-02-28,1.5174,1.5724,-0.03
90,2022-02-25,1.5179,1.5729,-0.21
91,2022-02-24,1.5211,1.5761,-0.2
92,2022-02-23,1.5241,1.5791,-0.2
93,2022-02-22,1.5272,1.5822,-0.12
94,2022-02-21,1.529,1.584,0.05
95,2022-02-18,1.5282,1.5832,0.41
96,2022-02-17,1.5219,1.5769,-0.07
97,2022-02-16,1.523,1.578,0.18
98,2022-02-15,1.5202,1.5752,-0.33
99,2022-02-14,1.5253,1.5803,-0.48
100,2022-02-11,1.5326,1.5876,0.02
101,2022-02-10,1.5323,1.5873,0.31
102,2022-02-09,1.5276,1.5826,-0.05
103,2022-02-08,1.5283,1.5833,0.35
104,2022-02-07,1.5229,1.5779,0.45
105,2022-01-28,1.5161,1.5711,-0.13
106,2022-01-27,1.518,1.573,-0.1
107,2022-01-26,1.5195,1.5745,-0.02
108,2022-01-25,1.5198,1.5748,-0.43
109,2022-01-24,1.5263,1.5813,0.09
110,2022-01-21,1.5249,1.5799,-0.06
111,2022-01-20,1.5258,1.5808,0.14
112,2022-01-19,1.5237,1.5787,0.28
113,2022-01-18,1.5194,1.5744,0.49
114,2022-01-17,1.512,1.567,0.15
115,2022-01-14,1.5097,1.5647,-0.55
116,2022-01-13,1.518,1.573,-0.14
117,2022-01-12,1.5201,1.5751,-0.01
118,2022-01-11,1.5203,1.5753,-0.01
119,2022-01-10,1.5205,1.5755,0.16
120,2022-01-07,1.518,1.573,0.3
121,2022-01-06,1.5135,1.5685,-0.01
122,2022-01-05,1.5137,1.5687,0.18
123,2022-01-04,1.511,1.566,0.24
124,2021-12-31,1.5074,1.5624,0.29
125,2021-12-30,1.503,1.558,0.04
126,2021-12-29,1.5024,1.5574,-0.05
127,2021-12-28,1.5032,1.5582,-0.01
128,2021-12-27,1.5033,1.5583,0.04
129,2021-12-24,1.5027,1.5577,-0.07
130,2021-12-23,1.5037,1.5587,0.08
131,2021-12-22,1.5025,1.5575,-0.07
132,2021-12-21,1.5035,1.5585,0.33
133,2021-12-20,1.4985,1.5535,-0.03
134,2021-12-17,1.499,1.554,-0.21
135,2021-12-16,1.5022,1.5572,0.36
136,2021-12-15,1.4968,1.5518,0.08
137,2021-12-14,1.4956,1.5506,-0.27
138,2021-12-13,1.4996,1.5546,-0.01
139,2021-12-10,1.4997,1.5547,-0.15
140,2021-12-09,1.5019,1.5569,0.24
141,2021-12-08,1.4983,1.5533,-0.09
142,2021-12-07,1.4996,1.5546,0.11
143,2021-12-06,1.4979,1.5529,0.12
144,2021-12-03,1.4961,1.5511,0.38
145,2021-12-02,1.4904,1.5454,0.28
146,2021-12-01,1.4862,1.5412,0.3
147,2021-11-30,1.4817,1.5367,-0.09
148,2021-11-29,1.4831,1.5381,-0.16
149,2021-11-26,1.4855,1.5405,-0.17
150,2021-11-25,1.488,1.543,-0.06
151,2021-11-24,1.4889,1.5439,0.19
152,2021-11-23,1.4861,1.5411,0.13
153,2021-11-22,1.4841,1.5391,-0.31
154,2021-11-19,1.4887,1.5437,0.45
155,2021-11-18,1.4821,1.5371,-0.11
156,2021-11-17,1.4838,1.5388,0.05
157,2021-11-16,1.4831,1.5381,-0.08
158,2021-11-15,1.4843,1.5393,-0.07
159,2021-11-12,1.4853,1.5403,-0.21
160,2021-11-11,1.4884,1.5434,0.83
161,2021-11-10,1.4761,1.5311,0.26
162,2021-11-09,1.4723,1.5273,-0.09
163,2021-11-08,1.4736,1.5286,0.16
164,2021-11-05,1.4713,1.5263,-0.23
165,2021-11-04,1.4747,1.5297,-0.06
166,2021-11-03,1.4756,1.5306,0.35
167,2021-11-02,1.4705,1.5255,-0.27
168,2021-11-01,1.4745,1.5295,-0.04
169,2021-10-29,1.4751,1.5301,-0.23
170,2021-10-28,1.4785,1.5335,-0.34
171,2021-10-27,1.4835,1.5385,-0.22
172,2021-10-26,1.4868,1.5418,-0.23
173,2021-10-25,1.4903,1.5453,-0.09
174,2021-10-22,1.4916,1.5466,-0.07
175,2021-10-21,1.4926,1.5476,0.62
176,2021-10-20,1.4834,1.5384,-0.35
177,2021-10-19,1.4886,1.5436,-0.08
178,2021-10-18,1.4898,1.5448,-0.07
179,2021-10-15,1.4908,1.5458,0.22
180,2021-10-14,1.4876,1.5426,-0.31
181,2021-10-13,1.4922,1.5472,-0.29
182,2021-10-12,1.4965,1.5515,-0.03
183,2021-10-11,1.497,1.552,0.38
184,2021-10-08,1.4914,1.5464,-0.06
185,2021-09-30,1.4923,1.5473,0.15
186,2021-09-29,1.49,1.545,-0.08
187,2021-09-28,1.4912,1.5462,0.47
188,2021-09-27,1.4842,1.5392,-0.21
189,2021-09-24,1.4873,1.5423,-0.36
190,2021-09-23,1.4927,1.5477,0.25
191,2021-09-22,1.489,1.544,0.49
192,2021-09-17,1.4817,1.5367,0.03
193,2021-09-16,1.4812,1.5362,-0.2
194,2021-09-15,1.4842,1.5392,-0.22
195,2021-09-14,1.4875,1.5425,-0.5
196,2021-09-13,1.4949,1.5499,0.37
197,2021-09-10,1.4894,1.5444,0.07
198,2021-09-09,1.4884,1.5434,0.21
199,2021-09-08,1.4853,1.5403,0.01
200,2021-09-07,1.4852,1.5402,0.23
201,2021-09-06,1.4818,1.5368,0.21
202,2021-09-03,1.4787,1.5337,0.01
203,2021-09-02,1.4786,1.5336,0.26
204,2021-09-01,1.4747,1.5297,0.46
205,2021-08-31,1.468,1.523,0.47
206,2021-08-30,1.4612,1.5162,-0.16
207,2021-08-27,1.4636,1.5186,-0.08
208,2021-08-26,1.4647,1.5197,-0.11
209,2021-08-25,1.4663,1.5213,-0.02
210,2021-08-24,1.4666,1.5216,0.09
211,2021-08-23,1.4653,1.5203,0.08
212,2021-08-20,1.4642,1.5192,-0.03
213,2021-08-19,1.4646,1.5196,-0.33
214,2021-08-18,1.4694,1.5244,0.25
215,2021-08-17,1.4657,1.5207,-0.06
216,2021-08-16,1.4666,1.5216,0.25
217,2021-08-13,1.463,1.518,-0.09
218,2021-08-12,1.4643,1.5193,-0.08
219,2021-08-11,1.4655,1.5205,0.45
