,日期,单位净值,累计净值,涨跌幅
0,2022-07-11,2.343,2.343,0.13
1,2022-07-08,2.34,2.34,-4.8
2,2022-07-07,2.458,2.458,6.41
3,2022-07-06,2.31,2.31,0.7
4,2022-07-05,2.294,2.294,0
5,2022-07-04,2.294,2.294,3.85
6,2022-07-01,2.209,2.209,-0.85
7,2022-06-30,2.228,2.228,3.72
8,2022-06-29,2.148,2.148,-2.89
9,2022-06-28,2.212,2.212,-0.27
10,2022-06-27,2.218,2.218,1.05
11,2022-06-24,2.195,2.195,1.57
12,2022-06-23,2.161,2.161,2.17
13,2022-06-22,2.115,2.115,3.93
14,2022-06-21,2.035,2.035,-1.69
15,2022-06-20,2.07,2.07,3.6
16,2022-06-17,1.998,1.998,3.52
17,2022-06-16,1.93,1.93,2.28
18,2022-06-15,1.887,1.887,-0.53
19,2022-06-14,1.897,1.897,-1.04
20,2022-06-13,1.917,1.917,-0.47
21,2022-06-10,1.926,1.926,2.5
22,2022-06-09,1.879,1.879,-1.73
23,2022-06-08,1.912,1.912,-0.31
24,2022-06-07,1.918,1.918,0.52
25,2022-06-06,1.908,1.908,4.66
26,2022-06-02,1.823,1.823,1.79
27,2022-06-01,1.791,1.791,-0.44
28,2022-05-31,1.799,1.799,2.1
29,2022-05-30,1.762,1.762,0.46
30,2022-05-27,1.754,1.754,-0.34
31,2022-05-26,1.76,1.76,0.74
32,2022-05-25,1.747,1.747,0.69
33,2022-05-24,1.735,1.735,-3.02
34,2022-05-23,1.789,1.789,0.39
35,2022-05-20,1.782,1.782,0.79
36,2022-05-19,1.768,1.768,3.57
37,2022-05-18,1.707,1.707,1.31
38,2022-05-17,1.685,1.685,2.68
39,2022-05-16,1.641,1.641,-0.85
40,2022-05-13,1.655,1.655,1.41
41,2022-05-12,1.632,1.632,-0.91
42,2022-05-11,1.647,1.647,4.7
43,2022-05-10,1.573,1.573,2.74
44,2022-05-09,1.531,1.531,0.92
45,2022-05-06,1.517,1.517,-1.88
46,2022-05-05,1.546,1.546,1.18
47,2022-04-29,1.528,1.528,3.52
48,2022-04-28,1.476,1.476,0.54
49,2022-04-27,1.468,1.468,6.76
50,2022-04-26,1.375,1.375,-1.79
51,2022-04-25,1.4,1.4,-5.98
52,2022-04-22,1.489,1.489,-1.06
53,2022-04-21,1.505,1.505,-2.84
54,2022-04-20,1.549,1.549,-5.72
55,2022-04-19,1.643,1.643,1.48
56,2022-04-18,1.619,1.619,3.19
57,2022-04-15,1.569,1.569,-0.13
58,2022-04-14,1.571,1.571,-0.95
59,2022-04-13,1.586,1.586,-0.94
60,2022-04-12,1.601,1.601,0.25
61,2022-04-11,1.597,1.597,-5.11
62,2022-04-08,1.683,1.683,-1
63,2022-04-07,1.7,1.7,-1.39
64,2022-04-06,1.724,1.724,-2.76
65,2022-04-01,1.773,1.773,0.17
66,2022-03-31,1.77,1.77,-2.05
67,2022-03-30,1.807,1.807,2.73
68,2022-03-29,1.759,1.759,0
69,2022-03-28,1.759,1.759,-0.9
70,2022-03-25,1.775,1.775,-3.22
71,2022-03-24,1.834,1.834,-1.24
72,2022-03-23,1.857,1.857,1.25
73,2022-03-22,1.834,1.834,-1.87
74,2022-03-21,1.869,1.869,1.14
75,2022-03-18,1.848,1.848,-0.43
76,2022-03-17,1.856,1.856,-0.16
77,2022-03-16,1.859,1.859,4.5
78,2022-03-15,1.779,1.779,-1.88
79,2022-03-14,1.813,1.813,-3.26
80,2022-03-11,1.874,1.874,-1
81,2022-03-10,1.893,1.893,3.5
82,2022-03-09,1.829,1.829,-0.27
83,2022-03-08,1.834,1.834,-2.24
84,2022-03-07,1.876,1.876,-1.78
85,2022-03-04,1.91,1.91,-0.88
86,2022-03-03,1.927,1.927,-1.88
87,2022-03-02,1.964,1.964,-0.25
88,2022-03-01,1.969,1.969,0.46
89,2022-02-28,1.96,1.96,2.56
90,2022-02-25,1.911,1.911,1.33
91,2022-02-24,1.886,1.886,0.11
92,2022-02-23,1.884,1.884,2.67
93,2022-02-22,1.835,1.835,1.1
94,2022-02-21,1.815,1.815,-0.49
95,2022-02-18,1.824,1.824,-0.55
96,2022-02-17,1.834,1.834,3.27
97,2022-02-16,1.776,1.776,-0.22
98,2022-02-15,1.78,1.78,4.52
99,2022-02-14,1.703,1.703,-0.23
100,2022-02-11,1.707,1.707,-2.96
101,2022-02-10,1.759,1.759,-4.04
102,2022-02-09,1.833,1.833,1.21
103,2022-02-08,1.811,1.811,-3.72
104,2022-02-07,1.881,1.881,1.13
105,2022-01-28,1.86,1.86,-1.38
106,2022-01-27,1.886,1.886,-3.63
107,2022-01-26,1.957,1.957,1.82
108,2022-01-25,1.922,1.922,-2.54
109,2022-01-24,1.972,1.972,4.28
110,2022-01-21,1.891,1.891,0.8
111,2022-01-20,1.876,1.876,-1
112,2022-01-19,1.895,1.895,-2.72
113,2022-01-18,1.948,1.948,-0.2
114,2022-01-17,1.952,1.952,1.77
115,2022-01-14,1.918,1.918,1.86
116,2022-01-13,1.883,1.883,-2.08
117,2022-01-12,1.923,1.923,2.94
118,2022-01-11,1.868,1.868,-2.15
119,2022-01-10,1.909,1.909,-1.6
120,2022-01-07,1.94,1.94,-1.57
121,2022-01-06,1.971,1.971,-0.15
122,2022-01-05,1.974,1.974,-4.17
