,日期,单位净值,累计净值,涨跌幅
0,2023-01-13,1.68,1.68,0.54
1,2023-01-12,1.671,1.671,-0.24
2,2023-01-11,1.675,1.675,-0.48
3,2023-01-10,1.683,1.683,-0.65
4,2023-01-09,1.694,1.694,2.11
5,2023-01-06,1.659,1.659,-0.54
6,2023-01-05,1.668,1.668,1.03
7,2023-01-04,1.651,1.651,0.24
8,2023-01-03,1.647,1.647,2.11
9,2022-12-31,1.613,1.613,--
10,2022-12-30,1.613,1.613,0.44
11,2022-12-29,1.606,1.606,-0.31
12,2022-12-28,1.611,1.611,-0.49
13,2022-12-27,1.619,1.619,1.25
14,2022-12-26,1.599,1.599,0.95
15,2022-12-23,1.584,1.584,-0.94
16,2022-12-22,1.599,1.599,-0.62
17,2022-12-21,1.609,1.609,-0.25
18,2022-12-20,1.613,1.613,-0.37
19,2022-12-19,1.619,1.619,-2.12
20,2022-12-16,1.654,1.654,-0.12
21,2022-12-15,1.656,1.656,-1.25
22,2022-12-14,1.677,1.677,0
23,2022-12-13,1.677,1.677,0.48
24,2022-12-12,1.669,1.669,-2
25,2022-12-09,1.703,1.703,0.06
26,2022-12-08,1.702,1.702,-0.23
27,2022-12-07,1.706,1.706,-0.64
28,2022-12-06,1.717,1.717,-0.29
29,2022-12-05,1.722,1.722,2.32
30,2022-12-02,1.683,1.683,-1.87
31,2022-12-01,1.715,1.715,1.42
32,2022-11-30,1.691,1.691,-0.65
33,2022-11-29,1.702,1.702,1.01
34,2022-11-28,1.685,1.685,-1.29
35,2022-11-25,1.707,1.707,0.95
36,2022-11-24,1.691,1.691,0.59
37,2022-11-23,1.681,1.681,0.42
38,2022-11-22,1.674,1.674,0.6
39,2022-11-21,1.664,1.664,0.18
40,2022-11-18,1.661,1.661,-1.01
41,2022-11-17,1.678,1.678,-0.89
42,2022-11-16,1.693,1.693,-0.76
43,2022-11-15,1.706,1.706,1.37
44,2022-11-14,1.683,1.683,-0.94
45,2022-11-11,1.699,1.699,2.85
46,2022-11-10,1.652,1.652,-0.24
47,2022-11-09,1.656,1.656,0.61
48,2022-11-08,1.646,1.646,0
49,2022-11-07,1.646,1.646,0.49
50,2022-11-04,1.638,1.638,1.68
51,2022-11-03,1.611,1.611,-0.37
52,2022-11-02,1.617,1.617,-0.25
