,日期,单位净值,累计净值,涨跌幅
0,2021-09-23,1.4685,1.4685,0.06
1,2021-09-22,1.4676,1.4676,0.1
2,2021-09-17,1.4661,1.4661,0.35
3,2021-09-16,1.461,1.461,-0.15
4,2021-09-15,1.4632,1.4632,-0.12
5,2021-09-14,1.465,1.465,-0.5
6,2021-09-13,1.4723,1.4723,0.34
7,2021-09-10,1.4673,1.4673,-0.06
8,2021-09-09,1.4682,1.4682,0.2
9,2021-09-08,1.4652,1.4652,0.27
10,2021-09-07,1.4613,1.4613,0.25
11,2021-09-06,1.4576,1.4576,0.33
12,2021-09-03,1.4528,1.4528,0.14
13,2021-09-02,1.4507,1.4507,0.08
14,2021-09-01,1.4496,1.4496,0.37
15,2021-08-31,1.4443,1.4443,0.09
16,2021-08-30,1.443,1.443,-0.14
17,2021-08-27,1.445,1.445,0.14
18,2021-08-26,1.443,1.443,-0.45
19,2021-08-25,1.4495,1.4495,-0.01
20,2021-08-24,1.4497,1.4497,0.06
21,2021-08-23,1.4489,1.4489,0.2
22,2021-08-20,1.446,1.446,-0.1
23,2021-08-19,1.4474,1.4474,-0.05
24,2021-08-18,1.4481,1.4481,0.45
25,2021-08-17,1.4416,1.4416,-0.48
26,2021-08-16,1.4486,1.4486,0.12
27,2021-08-13,1.4469,1.4469,0.07
28,2021-08-12,1.4459,1.4459,-0.12
29,2021-08-11,1.4477,1.4477,0.05
30,2021-08-10,1.447,1.447,0.31
31,2021-08-09,1.4426,1.4426,0.32
32,2021-08-06,1.438,1.438,0.03
33,2021-08-05,1.4376,1.4376,0.01
34,2021-08-04,1.4374,1.4374,0.09
35,2021-08-03,1.4361,1.4361,0.06
36,2021-08-02,1.4353,1.4353,0.66
37,2021-07-30,1.4259,1.4259,-0.04
38,2021-07-29,1.4264,1.4264,0.12
39,2021-07-28,1.4247,1.4247,-0.04
40,2021-07-27,1.4252,1.4252,-0.43
41,2021-07-26,1.4314,1.4314,-0.36
42,2021-07-23,1.4365,1.4365,-0.1
